id,SFnum_G,PFnum_G,Cnum_G,SGnum_G,PGnum_G,SFnum_O,PFnum_O,Cnum_O,SGnum_O,PGnum_O,secs,score_GSW,score_OPP,sO-sG,game
3655,1,1,1,1,1,1,1,1,0,2,78,0,2,2,20160418/HOUGSW
3656,1,1,1,1,1,1,1,1,0,2,74,6,2,-4,20160418/HOUGSW
3657,1,1,1,1,1,1,1,1,0,2,0,0,0,0,20160418/HOUGSW
3658,1,1,1,1,1,1,2,0,0,2,5,0,1,1,20160418/HOUGSW
3659,2,1,0,1,1,1,2,0,0,2,0,0,1,1,20160418/HOUGSW
3660,1,1,1,1,1,1,1,1,1,1,369,9,12,3,20160418/HOUGSW
3661,2,1,1,0,1,1,1,1,1,1,6,0,0,0,20160418/HOUGSW
3662,2,1,1,0,1,1,1,1,1,1,127,6,6,0,20160418/HOUGSW
3663,2,1,1,0,1,1,1,1,1,1,0,0,0,0,20160418/HOUGSW
3664,2,1,1,0,1,1,1,1,0,2,0,0,0,0,20160418/HOUGSW
3665,1,1,1,0,2,1,1,1,0,2,0,0,0,0,20160418/HOUGSW
3666,1,1,0,0,3,1,1,1,0,2,0,0,0,0,20160418/HOUGSW
3667,1,1,1,0,2,1,1,1,0,2,126,2,3,1,20160418/HOUGSW
3668,1,1,1,0,2,1,1,1,0,2,64,2,3,1,20160418/HOUGSW
3669,1,1,1,0,2,1,1,1,0,2,0,0,0,0,20160418/HOUGSW
3670,2,0,1,0,2,1,1,1,0,2,129,5,5,0,20160418/HOUGSW
3671,2,0,1,0,2,1,1,1,0,2,0,0,0,0,20160418/HOUGSW
3672,2,0,1,1,1,1,1,1,0,2,0,0,0,0,20160418/HOUGSW
3673,2,0,1,1,1,1,1,1,0,2,7,0,1,1,20160418/HOUGSW
3674,2,0,1,1,1,1,1,1,0,2,78,3,0,-3,20160418/HOUGSW
3675,2,0,1,1,1,1,1,1,1,1,19,1,0,-1,20160418/HOUGSW
3676,1,1,1,1,1,1,1,1,1,1,48,2,1,-1,20160418/HOUGSW
3677,1,1,1,1,1,1,0,1,1,2,30,5,0,-5,20160418/HOUGSW
3678,1,1,1,1,1,1,0,1,1,2,121,3,4,1,20160418/HOUGSW
3679,2,1,1,0,1,1,0,1,1,2,35,1,0,-1,20160418/HOUGSW
3680,2,1,1,0,1,1,1,0,1,2,0,1,0,-1,20160418/HOUGSW
3681,2,1,0,0,2,1,1,0,1,2,197,7,8,1,20160418/HOUGSW
3682,2,1,0,0,2,2,1,0,1,1,0,0,0,0,20160418/HOUGSW
3683,2,1,0,0,2,2,1,0,1,1,49,4,8,4,20160418/HOUGSW
3582,1,1,1,1,1,2,0,1,1,1,329,11,4,-7,20160416/HOUGSW
3583,1,1,1,1,1,2,0,1,1,1,0,0,0,0,20160416/HOUGSW
3584,1,1,1,1,1,1,1,1,1,1,43,2,2,0,20160416/HOUGSW
3585,1,1,1,1,1,1,1,1,1,1,64,5,0,-5,20160416/HOUGSW
3586,1,1,1,2,0,1,1,1,1,1,42,2,0,-2,20160416/HOUGSW
3587,1,1,1,2,0,0,2,1,1,1,0,0,0,0,20160416/HOUGSW
3588,1,1,1,2,0,0,2,1,1,1,39,0,2,2,20160416/HOUGSW
3589,1,1,1,2,0,0,2,1,0,2,135,10,5,-5,20160416/HOUGSW
3590,2,0,1,2,0,0,2,1,0,2,0,0,0,0,20160416/HOUGSW
3591,2,0,1,2,0,1,1,1,0,2,52,3,2,-1,20160416/HOUGSW
3592,2,0,1,1,1,1,1,1,1,1,175,5,8,3,20160416/HOUGSW
3593,1,0,1,1,2,1,1,1,1,1,37,2,2,0,20160416/HOUGSW
3594,1,0,1,1,2,1,1,1,1,1,44,0,0,0,20160416/HOUGSW
3595,1,0,1,1,2,2,0,1,1,1,93,2,2,0,20160416/HOUGSW
3596,1,0,1,1,2,2,0,1,1,1,2,0,0,0,20160416/HOUGSW
3597,1,1,1,1,1,2,0,1,1,1,0,0,0,0,20160416/HOUGSW
3598,1,1,1,1,1,1,0,1,1,2,28,2,0,-2,20160416/HOUGSW
3599,1,1,1,1,1,1,0,1,1,2,23,0,0,0,20160416/HOUGSW
3600,1,1,1,1,1,2,0,1,0,2,164,10,3,-7,20160416/HOUGSW
3601,2,1,0,1,1,2,0,1,0,2,87,4,2,-2,20160416/HOUGSW
3602,2,1,0,1,1,2,0,1,0,2,4,0,1,1,20160416/HOUGSW
3603,2,0,1,1,1,2,0,1,0,2,31,0,0,0,20160416/HOUGSW
3604,2,0,1,1,1,2,0,1,1,1,0,0,0,0,20160416/HOUGSW
3605,2,0,0,1,2,2,0,1,1,1,20,1,0,-1,20160416/HOUGSW
3606,2,0,1,1,1,2,0,1,1,1,0,0,0,0,20160416/HOUGSW
3607,1,1,1,1,1,2,0,1,1,1,100,4,3,-1,20160416/HOUGSW
3608,1,1,1,1,1,3,0,1,0,1,67,2,3,1,20160416/HOUGSW
3609,1,1,1,1,1,3,0,1,0,1,42,0,0,0,20160416/HOUGSW
3610,1,1,1,1,1,3,0,1,0,1,176,6,11,5,20160416/HOUGSW
3611,1,1,1,1,1,3,0,1,0,1,97,0,5,5,20160416/HOUGSW
3612,1,1,1,1,1,3,0,1,0,1,0,0,0,0,20160416/HOUGSW
3613,1,1,1,1,1,3,0,1,0,1,0,0,0,0,20160416/HOUGSW
3614,1,1,1,1,1,3,0,1,0,1,128,4,3,-1,20160416/HOUGSW
3615,1,1,1,1,1,2,0,1,0,2,104,7,0,-7,20160416/HOUGSW
3616,2,0,1,1,1,2,0,1,0,2,0,0,0,0,20160416/HOUGSW
3617,2,0,1,0,2,1,1,1,1,1,121,2,8,6,20160416/HOUGSW
3618,2,0,0,0,3,1,1,1,1,1,0,0,0,0,20160416/HOUGSW
3619,2,0,1,0,2,1,1,1,1,1,89,4,0,-4,20160416/HOUGSW
3620,2,0,1,0,2,1,1,2,0,1,0,0,0,0,20160416/HOUGSW
3621,2,0,1,0,2,1,1,1,0,2,0,0,0,0,20160416/HOUGSW
3622,2,0,1,0,2,1,1,1,0,2,0,0,0,0,20160416/HOUGSW
3623,2,1,1,0,1,1,1,1,0,2,146,6,2,-4,20160416/HOUGSW
3624,1,1,1,1,1,1,1,1,0,2,0,0,0,0,20160416/HOUGSW
3625,1,1,1,1,1,2,1,0,0,2,0,0,0,0,20160416/HOUGSW
3626,1,1,1,1,1,2,1,1,0,1,21,3,1,-2,20160416/HOUGSW
3627,1,1,1,1,1,3,1,1,0,0,0,0,0,0,20160416/HOUGSW
3628,1,1,1,1,1,2,1,1,1,0,72,2,1,-1,20160416/HOUGSW
3629,1,1,1,1,1,2,1,1,1,0,70,0,3,3,20160416/HOUGSW
3630,1,0,1,1,2,2,1,1,1,0,65,1,1,0,20160416/HOUGSW
3631,1,0,1,0,3,2,1,1,1,0,0,0,0,0,20160416/HOUGSW
3632,0,0,2,0,3,2,1,1,1,0,25,1,0,-1,20160416/HOUGSW
3633,0,0,2,0,3,2,1,1,1,0,90,3,4,1,20160416/HOUGSW
3549,1,1,1,1,1,1,1,1,1,1,308,14,14,0,20160413/MEMGSW
3550,1,1,1,1,1,2,1,0,1,1,44,1,0,-1,20160413/MEMGSW
3551,1,1,1,1,1,2,1,0,1,1,69,3,2,-1,20160413/MEMGSW
3552,1,1,1,1,1,2,1,0,0,2,72,9,0,-9,20160413/MEMGSW
3553,1,1,1,2,0,2,1,0,0,2,0,0,0,0,20160413/MEMGSW
3554,1,1,1,2,0,2,1,0,0,2,57,0,0,0,20160413/MEMGSW
3555,1,1,1,2,0,2,1,0,0,2,170,10,7,-3,20160413/MEMGSW
3556,2,0,1,1,1,2,2,0,0,1,191,7,6,-1,20160413/MEMGSW
3557,2,0,1,1,1,2,2,0,0,1,0,0,0,0,20160413/MEMGSW
3558,2,0,1,1,1,2,2,0,1,0,51,4,1,-3,20160413/MEMGSW
3559,1,0,1,1,2,2,2,0,1,0,131,5,7,2,20160413/MEMGSW
3560,1,0,1,1,2,2,2,0,1,0,0,0,0,0,20160413/MEMGSW
3561,1,1,1,1,1,2,2,0,1,0,76,5,2,-3,20160413/MEMGSW
3562,1,1,1,1,1,1,3,0,1,0,0,0,0,0,20160413/MEMGSW
3563,1,1,1,1,1,2,2,0,1,0,50,3,2,-1,20160413/MEMGSW
3564,2,1,0,1,1,2,2,0,1,0,0,0,0,0,20160413/MEMGSW
3565,2,1,0,1,1,1,2,0,1,1,61,3,3,0,20160413/MEMGSW
3566,2,1,0,1,1,1,2,0,0,2,18,0,0,0,20160413/MEMGSW
3567,1,1,1,1,1,1,1,1,1,1,175,16,14,-2,20160413/MEMGSW
3568,1,1,1,1,1,2,1,0,1,1,182,2,9,7,20160413/MEMGSW
3569,1,1,1,1,1,2,1,0,1,1,142,6,5,-1,20160413/MEMGSW
3570,1,1,0,2,1,2,1,0,1,1,0,0,0,0,20160413/MEMGSW
3571,1,1,0,2,1,2,1,0,0,2,0,0,0,0,20160413/MEMGSW
3572,1,1,0,2,1,2,2,0,0,1,28,1,2,1,20160413/MEMGSW
3573,2,0,1,1,1,2,2,0,0,1,191,20,15,-5,20160413/MEMGSW
3574,2,0,1,1,1,2,2,0,0,1,0,0,0,0,20160413/MEMGSW
3575,2,0,1,1,1,2,2,0,0,1,53,4,2,-2,20160413/MEMGSW
3576,1,0,1,1,2,2,2,0,0,1,218,7,7,0,20160413/MEMGSW
3577,1,0,1,1,2,2,2,0,0,1,0,0,0,0,20160413/MEMGSW
3578,2,0,1,0,2,2,2,0,0,1,82,2,4,2,20160413/MEMGSW
3579,1,1,1,0,2,2,2,0,0,1,60,0,0,0,20160413/MEMGSW
3580,1,1,1,0,2,2,2,0,0,1,0,0,0,0,20160413/MEMGSW
3581,1,1,1,0,2,2,2,0,1,0,108,3,2,-1,20160413/MEMGSW
3491,1,1,1,1,1,1,2,0,1,1,360,8,9,1,20160410/GSWSAS
3492,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160410/GSWSAS
3493,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160410/GSWSAS
3494,1,1,1,1,1,1,2,0,1,1,113,4,4,0,20160410/GSWSAS
3495,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160410/GSWSAS
3496,1,1,1,1,1,1,1,0,1,2,14,1,0,-1,20160410/GSWSAS
3497,1,1,1,1,1,1,1,0,1,2,5,0,0,0,20160410/GSWSAS
3498,2,0,1,1,1,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3499,2,0,1,1,1,1,1,0,1,2,61,0,2,2,20160410/GSWSAS
3500,2,0,1,1,1,1,1,0,1,2,141,1,4,3,20160410/GSWSAS
3501,2,1,0,1,1,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3502,2,1,0,1,1,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3503,1,1,0,2,1,2,1,0,1,1,101,2,6,4,20160410/GSWSAS
3504,1,1,0,2,1,2,1,0,1,1,53,2,0,-2,20160410/GSWSAS
3505,1,1,0,2,1,2,1,0,1,1,0,0,0,0,20160410/GSWSAS
3506,0,1,1,2,1,2,1,0,1,1,85,0,0,0,20160410/GSWSAS
3507,0,1,1,2,1,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3508,0,1,1,1,2,1,1,0,1,2,78,2,2,0,20160410/GSWSAS
3509,0,1,1,1,2,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3510,0,1,1,1,2,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3511,1,0,1,1,2,1,1,0,1,2,114,6,2,-4,20160410/GSWSAS
3512,1,0,1,1,2,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3513,1,0,1,1,2,1,1,0,2,1,0,0,0,0,20160410/GSWSAS
3514,1,0,1,1,2,1,1,0,2,1,0,0,0,0,20160410/GSWSAS
3515,2,0,1,1,1,1,1,0,2,1,141,4,2,-2,20160410/GSWSAS
3516,2,0,1,1,1,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3517,2,0,1,1,1,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3518,2,1,0,1,1,1,1,0,1,2,122,5,4,-1,20160410/GSWSAS
3519,1,1,0,1,2,1,1,0,1,2,10,0,0,0,20160410/GSWSAS
3520,1,1,0,1,2,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3521,1,0,1,1,2,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3522,1,0,1,1,2,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3523,1,1,1,1,1,1,2,0,1,1,384,16,14,-2,20160410/GSWSAS
3524,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160410/GSWSAS
3525,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160410/GSWSAS
3526,1,1,1,1,1,1,2,0,1,1,80,0,4,4,20160410/GSWSAS
3527,1,1,1,1,1,2,1,0,1,1,0,0,0,0,20160410/GSWSAS
3528,1,1,1,2,0,2,1,0,1,1,0,0,0,0,20160410/GSWSAS
3529,2,1,0,2,0,2,1,0,1,1,58,6,1,-5,20160410/GSWSAS
3530,2,1,0,2,0,1,1,0,1,2,66,4,3,-1,20160410/GSWSAS
3531,1,1,0,2,1,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3532,1,1,0,2,1,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3533,1,0,1,2,1,1,1,0,1,2,16,1,0,-1,20160410/GSWSAS
3534,2,0,1,1,1,1,0,1,1,2,33,1,6,5,20160410/GSWSAS
3535,2,0,1,1,1,1,0,1,1,2,109,5,2,-3,20160410/GSWSAS
3536,2,0,1,1,1,2,0,1,1,1,107,3,4,1,20160410/GSWSAS
3537,2,0,1,1,1,2,0,1,1,1,0,0,0,0,20160410/GSWSAS
3538,1,0,1,1,2,2,0,1,1,1,29,1,0,-1,20160410/GSWSAS
3539,1,0,1,1,2,1,1,1,1,1,0,0,0,0,20160410/GSWSAS
3540,1,1,1,1,1,1,1,1,1,1,95,6,4,-2,20160410/GSWSAS
3541,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160410/GSWSAS
3542,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160410/GSWSAS
3543,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160410/GSWSAS
3544,1,1,1,1,1,1,2,0,1,1,156,6,4,-2,20160410/GSWSAS
3545,2,1,0,1,1,1,2,0,1,1,106,6,3,-3,20160410/GSWSAS
3546,2,1,0,1,1,1,1,0,1,2,0,0,0,0,20160410/GSWSAS
3547,2,1,0,1,1,2,0,0,1,2,19,0,1,1,20160410/GSWSAS
3548,1,1,0,2,1,2,0,0,1,2,62,2,5,3,20160410/GSWSAS
3444,1,1,1,1,1,2,1,0,1,1,359,18,17,-1,20160409/GSWMEM
3445,1,1,1,1,1,2,1,0,1,1,188,10,4,-6,20160409/GSWMEM
3446,1,1,2,1,0,2,1,0,1,1,0,0,0,0,20160409/GSWMEM
3447,1,1,1,1,1,2,1,0,1,1,0,0,0,0,20160409/GSWMEM
3448,1,1,1,1,1,3,1,0,0,1,0,0,0,0,20160409/GSWMEM
3449,1,1,1,1,1,2,1,0,0,2,0,0,0,0,20160409/GSWMEM
3450,1,1,1,1,1,2,2,0,0,1,35,0,2,2,20160409/GSWMEM
3451,1,1,1,1,1,2,1,1,0,1,56,0,3,3,20160409/GSWMEM
3452,1,0,1,1,2,2,1,1,0,1,89,3,5,2,20160409/GSWMEM
3453,1,0,1,1,2,1,1,1,0,2,40,2,0,-2,20160409/GSWMEM
3454,1,0,1,1,2,1,1,1,0,2,0,0,0,0,20160409/GSWMEM
3455,1,0,1,1,2,1,1,1,0,2,72,0,0,0,20160409/GSWMEM
3456,1,0,1,1,2,1,1,1,0,2,0,0,0,0,20160409/GSWMEM
3457,1,0,1,1,2,1,1,1,0,2,117,5,7,2,20160409/GSWMEM
3458,1,0,1,1,2,1,1,1,0,2,110,3,8,5,20160409/GSWMEM
3459,1,0,1,1,2,1,2,0,0,2,0,0,0,0,20160409/GSWMEM
3460,0,0,2,1,2,1,2,0,0,2,0,0,0,0,20160409/GSWMEM
3461,1,0,2,0,2,1,2,0,0,2,0,0,0,0,20160409/GSWMEM
3462,1,0,1,1,2,1,2,0,0,2,0,0,0,0,20160409/GSWMEM
3463,1,1,1,1,1,1,2,0,0,2,135,5,2,-3,20160409/GSWMEM
3464,1,1,1,1,1,2,2,0,0,1,80,2,0,-2,20160409/GSWMEM
3465,1,1,1,1,1,2,1,0,1,1,264,12,8,-4,20160409/GSWMEM
3466,1,1,1,1,1,2,0,1,1,1,0,0,0,0,20160409/GSWMEM
3467,2,1,0,1,1,2,0,1,1,1,81,0,3,3,20160409/GSWMEM
3468,2,1,0,1,1,2,0,1,0,2,0,0,0,0,20160409/GSWMEM
3469,2,1,0,1,1,2,0,1,0,2,94,4,4,0,20160409/GSWMEM
3470,2,1,0,1,1,2,1,0,0,2,0,0,0,0,20160409/GSWMEM
3471,1,1,0,1,2,2,1,0,0,2,0,0,0,0,20160409/GSWMEM
3472,1,1,0,1,2,3,1,0,0,1,19,1,0,-1,20160409/GSWMEM
3473,1,1,0,1,2,3,1,0,0,1,234,2,12,10,20160409/GSWMEM
3474,0,1,0,2,2,3,1,0,0,1,0,0,0,0,20160409/GSWMEM
3475,0,1,0,2,2,2,1,0,1,1,14,0,1,1,20160409/GSWMEM
3476,1,0,1,1,2,3,1,0,0,1,160,7,7,0,20160409/GSWMEM
3477,1,0,1,1,2,3,1,0,0,1,35,2,0,-2,20160409/GSWMEM
3478,1,0,1,1,2,3,1,0,1,0,0,0,0,0,20160409/GSWMEM
3479,2,0,1,1,1,3,1,0,1,0,0,0,0,0,20160409/GSWMEM
3480,2,0,1,1,1,2,2,0,1,0,145,4,7,3,20160409/GSWMEM
3481,2,0,1,1,1,1,2,0,1,1,0,0,0,0,20160409/GSWMEM
3482,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160409/GSWMEM
3483,1,1,0,2,1,1,2,0,1,1,71,4,2,-2,20160409/GSWMEM
3484,1,1,0,2,1,1,2,0,0,2,0,0,0,0,20160409/GSWMEM
3485,1,1,0,2,1,1,2,0,0,2,46,6,1,-5,20160409/GSWMEM
3486,1,1,0,2,1,2,1,0,0,2,0,0,0,0,20160409/GSWMEM
3487,2,1,0,1,1,2,1,0,0,2,190,8,5,-3,20160409/GSWMEM
3488,2,1,0,1,1,2,1,0,0,2,13,2,1,-1,20160409/GSWMEM
3489,2,1,0,1,1,2,1,0,0,2,60,0,0,0,20160409/GSWMEM
3490,2,1,0,1,1,2,1,0,0,2,0,0,0,0,20160409/GSWMEM
3397,1,1,1,1,1,1,1,1,1,1,233,5,6,1,20160407/SASGSW
3398,2,0,1,1,1,1,1,1,1,1,296,10,7,-3,20160407/SASGSW
3399,2,0,1,1,1,0,1,1,2,1,0,0,0,0,20160407/SASGSW
3400,2,0,1,1,1,0,0,1,2,2,0,0,0,0,20160407/SASGSW
3401,2,0,1,1,1,0,1,1,1,2,0,0,0,0,20160407/SASGSW
3402,1,0,1,1,2,0,1,1,1,2,0,0,0,0,20160407/SASGSW
3403,1,0,1,1,2,0,1,1,1,2,0,0,0,0,20160407/SASGSW
3404,0,1,1,1,2,2,1,0,1,1,94,10,2,-8,20160407/SASGSW
3405,0,1,1,1,2,2,1,0,1,1,0,0,0,0,20160407/SASGSW
3406,0,1,1,1,2,2,1,0,1,1,95,4,3,-1,20160407/SASGSW
3407,0,1,1,1,2,2,2,0,1,0,127,9,9,0,20160407/SASGSW
3408,1,1,1,1,1,2,2,0,1,0,40,0,0,0,20160407/SASGSW
3409,1,1,1,1,1,2,2,0,1,0,21,0,0,0,20160407/SASGSW
3410,1,0,1,2,1,2,2,0,1,0,0,0,0,0,20160407/SASGSW
3411,1,0,1,2,1,2,2,0,1,0,0,0,0,0,20160407/SASGSW
3412,1,0,1,2,1,2,1,0,1,1,150,6,3,-3,20160407/SASGSW
3413,1,0,1,2,1,2,0,1,1,1,79,2,5,3,20160407/SASGSW
3414,2,0,0,2,1,2,0,1,1,1,0,0,0,0,20160407/SASGSW
3415,2,1,0,1,1,2,0,1,1,1,0,0,0,0,20160407/SASGSW
3416,2,1,0,1,1,1,0,1,1,2,0,0,0,0,20160407/SASGSW
3417,2,1,0,1,1,1,1,0,1,2,104,6,5,-1,20160407/SASGSW
3418,1,1,1,1,1,1,1,1,1,1,269,15,8,-7,20160407/SASGSW
3419,1,1,1,1,1,1,1,1,1,1,83,4,0,-4,20160407/SASGSW
3420,1,1,1,1,1,1,2,0,1,1,30,0,2,2,20160407/SASGSW
3421,1,1,1,1,1,1,2,0,1,1,63,0,2,2,20160407/SASGSW
3422,1,1,1,1,1,0,2,0,1,2,0,0,0,0,20160407/SASGSW
3423,1,1,1,1,1,0,2,0,1,2,0,0,0,0,20160407/SASGSW
3424,1,1,1,1,1,0,2,0,1,2,88,6,5,-1,20160407/SASGSW
3425,1,1,1,1,1,0,1,1,1,2,0,0,0,0,20160407/SASGSW
3426,2,0,1,1,1,0,1,1,1,2,140,15,19,4,20160407/SASGSW
3427,1,0,1,1,2,0,1,1,1,2,0,0,0,0,20160407/SASGSW
3428,1,0,1,1,2,1,1,0,1,2,0,0,0,0,20160407/SASGSW
3429,1,0,1,1,2,2,1,0,1,1,93,5,6,1,20160407/SASGSW
3430,1,0,1,1,2,2,1,0,1,1,0,0,0,0,20160407/SASGSW
3431,1,0,1,1,2,2,1,0,1,1,19,1,1,0,20160407/SASGSW
3432,1,1,0,1,2,2,1,0,1,1,0,0,0,0,20160407/SASGSW
3433,1,1,0,2,1,2,1,0,1,1,84,5,3,-2,20160407/SASGSW
3434,1,1,0,2,1,2,1,0,1,1,139,3,6,3,20160407/SASGSW
3435,2,1,0,1,1,2,1,0,1,1,0,0,0,0,20160407/SASGSW
3436,2,1,0,1,1,2,1,0,1,1,61,3,1,-2,20160407/SASGSW
3437,2,1,0,1,1,1,1,0,1,2,0,0,0,0,20160407/SASGSW
3438,2,1,0,1,1,1,1,0,0,3,110,3,3,0,20160407/SASGSW
3439,1,1,0,1,2,1,1,0,0,3,0,0,0,0,20160407/SASGSW
3440,1,0,1,1,2,1,1,0,0,3,0,0,0,0,20160407/SASGSW
3441,1,0,1,1,2,1,1,0,0,3,0,0,0,0,20160407/SASGSW
3442,1,0,1,0,3,1,1,0,0,3,0,0,0,0,20160407/SASGSW
3443,0,0,1,1,3,1,1,0,0,3,56,0,5,5,20160407/SASGSW
3359,1,1,1,1,1,1,0,2,1,1,402,23,10,-13,20160405/MINGSW
3360,1,1,1,1,1,1,0,2,1,1,0,0,0,0,20160405/MINGSW
3361,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160405/MINGSW
3362,1,1,1,1,1,1,1,1,1,1,44,2,0,-2,20160405/MINGSW
3363,1,1,1,1,1,1,1,1,1,1,20,0,0,0,20160405/MINGSW
3364,1,1,1,1,1,1,1,1,1,1,73,0,2,2,20160405/MINGSW
3365,1,1,1,1,1,1,1,1,1,1,45,2,0,-2,20160405/MINGSW
3366,1,1,1,1,1,2,1,1,1,0,91,0,6,6,20160405/MINGSW
3367,1,1,1,1,1,2,1,1,1,0,0,0,0,0,20160405/MINGSW
3368,1,0,1,1,2,2,1,1,1,0,128,5,3,-2,20160405/MINGSW
3369,1,0,1,1,2,2,1,1,1,0,125,1,8,7,20160405/MINGSW
3370,1,0,1,1,2,2,1,1,1,0,16,0,1,1,20160405/MINGSW
3371,1,0,1,2,1,2,1,1,1,0,68,7,2,-5,20160405/MINGSW
3372,1,0,1,2,1,3,1,1,0,0,0,0,0,0,20160405/MINGSW
3373,1,0,1,2,1,2,1,1,1,0,18,0,2,2,20160405/MINGSW
3374,1,1,0,2,1,2,1,1,1,0,57,2,2,0,20160405/MINGSW
3375,1,1,0,2,1,2,0,1,1,1,28,2,0,-2,20160405/MINGSW
3376,2,1,0,1,1,2,0,1,1,1,253,10,8,-2,20160405/MINGSW
3377,1,1,1,1,1,1,0,2,1,1,261,11,5,-6,20160405/MINGSW
3378,1,1,1,1,1,2,0,1,1,1,147,8,10,2,20160405/MINGSW
3379,1,1,1,1,1,2,0,1,1,1,0,0,0,0,20160405/MINGSW
3380,1,1,1,1,1,2,0,1,1,1,67,2,1,-1,20160405/MINGSW
3381,1,1,1,1,1,2,0,1,1,1,22,0,1,1,20160405/MINGSW
3382,1,0,1,1,2,2,0,1,1,1,0,0,0,0,20160405/MINGSW
3383,1,0,1,1,2,2,1,1,1,0,170,9,12,3,20160405/MINGSW
3384,1,0,1,1,2,2,1,1,1,0,0,0,0,0,20160405/MINGSW
3385,1,0,1,1,2,1,1,1,1,1,120,4,12,8,20160405/MINGSW
3386,1,1,1,1,1,1,1,1,1,1,84,2,4,2,20160405/MINGSW
3387,1,1,1,1,1,1,1,1,1,1,82,4,0,-4,20160405/MINGSW
3388,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160405/MINGSW
3389,1,1,1,1,1,2,0,1,1,1,0,0,0,0,20160405/MINGSW
3390,1,1,1,1,1,2,0,1,1,1,25,0,2,2,20160405/MINGSW
3391,0,1,1,2,1,2,0,1,1,1,181,10,8,-2,20160405/MINGSW
3392,1,1,1,1,1,2,0,1,1,1,175,2,5,3,20160405/MINGSW
3393,1,1,0,2,1,2,0,1,1,1,479,0,6,6,20160405/MINGSW
3394,0,1,1,2,1,2,0,1,1,1,87,3,2,-1,20160405/MINGSW
3395,1,0,1,2,1,2,0,1,1,1,134,8,11,3,20160405/MINGSW
3396,1,0,1,2,1,3,0,0,1,1,5,0,1,1,20160405/MINGSW
3316,1,1,1,1,1,2,0,1,1,1,264,14,14,0,20160403/PORGSW
3317,1,1,1,1,1,2,0,1,1,1,139,5,6,1,20160403/PORGSW
3318,1,1,1,1,1,2,0,1,1,1,82,2,6,4,20160403/PORGSW
3319,0,1,1,2,1,2,0,1,1,1,0,0,0,0,20160403/PORGSW
3320,0,1,1,2,1,1,0,1,1,2,0,0,0,0,20160403/PORGSW
3321,0,1,1,2,1,1,1,0,1,2,0,0,0,0,20160403/PORGSW
3322,0,1,1,2,1,1,1,0,1,2,189,7,11,4,20160403/PORGSW
3323,0,1,1,2,1,1,1,0,1,2,0,0,0,0,20160403/PORGSW
3324,1,0,1,1,2,1,1,0,0,3,155,10,3,-7,20160403/PORGSW
3325,1,0,1,1,2,1,1,0,0,3,125,3,2,-1,20160403/PORGSW
3326,1,0,1,1,2,1,1,0,0,3,38,0,3,3,20160403/PORGSW
3327,1,1,0,1,2,1,1,0,0,3,77,6,1,-5,20160403/PORGSW
3328,1,1,0,1,2,0,1,0,1,3,0,0,0,0,20160403/PORGSW
3329,1,1,0,1,2,1,1,0,1,2,67,3,2,-1,20160403/PORGSW
3330,1,1,0,1,2,1,0,1,1,2,72,4,3,-1,20160403/PORGSW
3331,1,1,0,1,2,1,0,1,1,2,0,0,0,0,20160403/PORGSW
3332,1,1,0,1,2,2,0,1,1,1,10,0,0,0,20160403/PORGSW
3333,1,1,0,2,1,2,0,1,1,1,154,8,5,-3,20160403/PORGSW
3334,1,1,0,1,2,2,0,1,1,1,0,0,0,0,20160403/PORGSW
3335,1,1,1,1,1,2,0,1,1,1,291,14,12,-2,20160403/PORGSW
3336,1,2,0,1,1,2,0,1,1,1,137,11,10,-1,20160403/PORGSW
3337,1,2,0,1,1,2,0,1,1,1,0,0,0,0,20160403/PORGSW
3338,1,2,0,1,1,1,0,1,1,2,0,0,0,0,20160403/PORGSW
3339,1,2,0,1,1,1,0,1,1,2,11,0,0,0,20160403/PORGSW
3340,1,2,0,1,1,1,1,0,1,2,22,0,2,2,20160403/PORGSW
3341,0,2,0,2,1,1,1,0,1,2,95,2,4,2,20160403/PORGSW
3342,0,2,0,2,1,0,1,0,1,3,0,0,0,0,20160403/PORGSW
